"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V260","2019-07-26 06:00:00","126.000","70.000","1.300","25.600","0.990","994.700","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.500",""
"C0A560","2019-07-26 06:00:00","405.000","0.000","0.000","21.700","0.990","962.700","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","21.400",""
"C0H990","2019-07-26 06:00:00","3076.000","243.000","0.500","10.800","0.720","707.000","-99.000","0.000","-99.000","-99.000","-99.000","11.200","","9.600",""
"C0F9K0","2019-07-26 06:00:00","30.000","174.000","2.200","28.200","0.840","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.900",""
"C0AH90","2019-07-26 06:00:00","660.000","0.000","0.100","21.300","0.990","938.200","-99.000","0.500","-99.000","-99.000","-99.000","21.800","","21.200",""
"C0W150","2019-07-26 06:00:00","42.000","219.000","0.800","27.800","0.990","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.600",""
"C0F000","2019-07-26 06:00:00","273.000","0.000","0.200","25.700","1.000","976.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.400",""
"C0K410","2019-07-26 06:00:00","20.000","167.000","0.800","27.100","0.860","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.900",""
"C0R140","2019-07-26 06:00:00","740.000","0.000","0.000","22.700","0.900","930.500","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.400",""
"C0V800","2019-07-26 06:00:00","256.000","0.000","0.000","25.300","0.920","978.400","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.800",""
"C0S830","2019-07-26 06:00:00","288.000","335.000","1.000","25.900","0.900","977.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.700",""
"C0S920","2019-07-26 06:00:00","98.000","0.000","0.000","25.800","0.910","992.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.500",""
"C0V640","2019-07-26 06:00:00","35.000","55.000","1.300","28.100","0.890","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","27.500",""
"C0K250","2019-07-26 06:00:00","12.000","179.000","0.700","26.100","0.950","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.700",""
"C0I410","2019-07-26 06:00:00","180.000","216.000","0.800","25.300","0.940","988.000","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.100",""
"C0M410","2019-07-26 06:00:00","245.000","342.000","0.900","23.900","1.000","977.600","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.900",""
"C0F9Z0","2019-07-26 06:00:00","3193.000","351.000","0.700","10.300","0.920","697.300","-99.000","0.000","-99.000","-99.000","-99.000","11.800","","9.600",""
"C0G810","2019-07-26 06:00:00","26.000","125.000","1.200","28.400","0.850","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","28.200",""
"C0U650","2019-07-26 06:00:00","442.000","262.000","0.700","25.400","0.820","959.500","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.200",""
"C0D660","2019-07-26 06:00:00","65.000","194.000","1.200","27.400","0.810","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.900",""
"C0E540","2019-07-26 06:00:00","32.000","212.000","1.300","27.500","0.840","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.700",""
"C0W170","2019-07-26 06:00:00","42.000","130.000","2.000","26.700","0.940","1000.400","-99.000","0.000","7.700","193.000","","26.800","","26.600",""
"C0Z150","2019-07-26 06:00:00","27.000","225.000","2.300","26.300","0.960","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.100",""
"C0S840","2019-07-26 06:00:00","22.000","255.000","1.200","25.000","0.930","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","24.900",""
"C0H9A0","2019-07-26 06:00:00","1595.000","279.000","0.300","18.000","0.990","844.800","-99.000","0.000","-99.000","-99.000","-99.000","18.300","","17.800",""
"C0Z300","2019-07-26 06:00:00","182.000","107.000","0.400","24.700","0.990","989.400","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.700",""
"C0G730","2019-07-26 06:00:00","27.000","172.000","1.000","27.200","0.940","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.000",""
"C0V730","2019-07-26 06:00:00","33.000","352.000","1.000","27.400","0.960","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.300",""
"C0SA00","2019-07-26 06:00:00","466.000","304.000","1.100","23.200","0.960","956.300","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","22.700",""
"C0S900","2019-07-26 06:00:00","27.000","258.000","2.500","29.000","0.800","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","28.900",""
"C0C480","2019-07-26 06:00:00","105.000","0.000","0.000","28.000","0.750","995.700","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.500",""
"C0V720","2019-07-26 06:00:00","15.000","58.000","1.400","28.400","0.860","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","28.000",""
"C0UA60","2019-07-26 06:00:00","566.000","277.000","0.600","23.300","0.990","945.600","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.500",""
"C0A980","2019-07-26 06:00:00","11.000","0.000","0.000","27.600","0.870","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.100",""
"C0C670","2019-07-26 06:00:00","250.000","131.000","0.600","26.100","0.820","980.100","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","25.000",""
"C0K550","2019-07-26 06:00:00","15.000","0.000","0.000","27.100","0.910","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","26.700",""
"C0R350","2019-07-26 06:00:00","35.000","292.000","2.200","27.600","-99.000","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.900",""
"C0T9F0","2019-07-26 06:00:00","251.000","0.000","0.000","25.000","0.960","980.300","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.500",""
"C0D390","2019-07-26 06:00:00","146.000","0.000","0.000","24.800","0.930","989.900","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.100",""
"C0E430","2019-07-26 06:00:00","258.000","196.000","1.500","23.900","0.920","982.400","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.300",""
"C0O990","2019-07-26 06:00:00","18.000","0.000","0.100","26.800","0.990","1006.200","-99.000","1.000","-99.000","-99.000","-99.000","26.900","","25.900",""
"CM0010","2019-07-26 06:00:00","68.000","68.000","0.400","26.000","-99.000","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.700",""
"C0K500","2019-07-26 06:00:00","12.000","192.000","0.700","27.300","0.890","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.200",""
"C0X260","2019-07-26 06:00:00","39.000","165.000","0.500","26.500","0.900","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.300",""
"C0ACA0","2019-07-26 06:00:00","25.000","0.000","0.000","28.200","0.810","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.600",""
"C0X180","2019-07-26 06:00:00","62.000","0.000","0.000","26.100","0.990","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.800",""
"C0F930","2019-07-26 06:00:00","100.000","164.000","0.500","28.200","0.980","996.500","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","28.100",""
"C0I010","2019-07-26 06:00:00","1562.000","0.000","0.000","18.200","0.830","847.300","-99.000","0.000","-99.000","-99.000","-99.000","18.900","","17.800",""
"C0R190","2019-07-26 06:00:00","32.000","0.000","0.000","25.800","0.990","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.400",""
"C0E420","2019-07-26 06:00:00","19.000","176.000","0.700","28.300","0.770","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.600",""
"C0W160","2019-07-26 06:00:00","49.000","223.000","5.600","26.600","0.970","998.300","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.300",""
"C0I460","2019-07-26 06:00:00","110.000","179.000","1.600","26.200","0.950","996.300","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.100",""
"C0A9F0","2019-07-26 06:00:00","35.000","0.000","0.000","28.000","0.980","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","27.900",""
"C0F9A0","2019-07-26 06:00:00","425.000","308.000","0.300","24.600","0.940","960.800","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.100",""
"C0O950","2019-07-26 06:00:00","4.000","0.000","0.200","26.500","0.940","1007.100","-99.000","22.500","-99.000","-99.000","-99.000","29.500","","25.600",""
"C0M760","2019-07-26 06:00:00","40.000","126.000","0.300","27.200","0.880","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","26.700",""
"C0AH70","2019-07-26 06:00:00","34.000","0.000","0.200","27.800","0.760","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.400",""
"C0V250","2019-07-26 06:00:00","298.000","100.000","0.700","23.400","0.990","976.100","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.200",""
"C0U980","2019-07-26 06:00:00","573.000","284.000","2.200","22.000","1.000","945.800","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","21.800",""
"C0S740","2019-07-26 06:00:00","289.000","0.000","0.100","23.700","0.970","977.100","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","23.600",""
"C0A940","2019-07-26 06:00:00","49.000","0.000","0.100","26.000","0.970","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.500",""
"C0A920","2019-07-26 06:00:00","196.000","241.000","1.400","27.400","0.810","984.900","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.500",""
"C0T870","2019-07-26 06:00:00","135.000","0.000","0.100","23.900","0.990","993.300","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.600",""
"C0C460","2019-07-26 06:00:00","482.000","0.000","0.000","23.400","0.860","955.400","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","22.000",""
"C0E520","2019-07-26 06:00:00","320.000","153.000","0.400","24.400","0.970","972.900","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.700",""
"C0T9D0","2019-07-26 06:00:00","7.000","0.000","0.000","25.600","0.990","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","25.200",""
"C0I390","2019-07-26 06:00:00","1184.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0B020","2019-07-26 06:00:00","86.000","208.000","3.500","26.600","0.990","996.100","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.300",""
"CM0170","2019-07-26 06:00:00","106.000","101.000","3.100","24.800","0.920","997.300","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.600",""
"C0F860","2019-07-26 06:00:00","2215.000","0.000","0.100","14.300","1.000","781.300","-99.000","0.000","-99.000","-99.000","-99.000","14.700","","13.200",""
"C0U890","2019-07-26 06:00:00","116.000","244.000","1.500","25.800","0.990","996.000","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.400",""
"C0F850","2019-07-26 06:00:00","379.000","156.000","0.400","24.800","0.880","965.400","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.100",""
"C0AH50","2019-07-26 06:00:00","275.000","225.000","2.900","26.900","0.990","976.900","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.800",""
"C0Z160","2019-07-26 06:00:00","124.000","0.000","0.000","25.900","0.900","995.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","18.900",""
"C0R540","2019-07-26 06:00:00","17.000","360.000","1.500","27.300","0.870","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.300",""
"C0K480","2019-07-26 06:00:00","56.000","128.000","0.700","27.000","0.890","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","26.900",""
"C0H890","2019-07-26 06:00:00","440.000","284.000","0.700","24.700","0.930","959.400","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.400",""
"C0S770","2019-07-26 06:00:00","375.000","262.000","0.300","23.700","0.990","966.500","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.400",""
"C0X230","2019-07-26 06:00:00","29.000","153.000","1.600","26.800","0.920","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.500",""
"C0B010","2019-07-26 06:00:00","38.000","0.000","0.000","26.600","0.940","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.300",""
"C0R490","2019-07-26 06:00:00","49.000","18.000","1.000","26.500","0.960","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.400",""
"C0V440","2019-07-26 06:00:00","27.000","0.000","0.200","26.800","0.850","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.000",""
"C0SA40","2019-07-26 06:00:00","200.000","0.000","0.200","24.800","0.940","986.300","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.600",""
"C0Z280","2019-07-26 06:00:00","224.000","0.000","0.100","24.600","0.990","984.100","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.200",""
"C0Z070","2019-07-26 06:00:00","247.000","0.000","0.000","24.800","0.990","980.700","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.600",""
"C0T9N0","2019-07-26 06:00:00","261.000","0.000","0.000","24.300","0.980","979.700","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","23.800",""
"C0K470","2019-07-26 06:00:00","97.000","110.000","1.300","25.700","0.930","997.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.000",""
"C0V650","2019-07-26 06:00:00","28.000","120.000","2.000","27.300","0.860","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.900",""
"C0H9C0","2019-07-26 06:00:00","3402.000","304.000","1.600","10.100","0.720","677.800","-99.000","0.000","-99.000","-99.000","-99.000","11.100","","8.600",""
"C0U780","2019-07-26 06:00:00","15.000","267.000","0.500","26.800","0.810","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.700",""
"C0U760","2019-07-26 06:00:00","22.000","0.000","0.000","25.600","0.990","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.300",""
"C0X290","2019-07-26 06:00:00","10.000","140.000","1.300","27.600","0.890","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","27.500",""
"C0R420","2019-07-26 06:00:00","504.000","63.000","0.900","23.100","-99.000","947.800","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.200",""
"C0E830","2019-07-26 06:00:00","37.000","173.000","2.200","28.700","0.810","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.300",""
"C0K330","2019-07-26 06:00:00","38.000","200.000","0.800","27.600","0.820","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.000",""
"C0M660","2019-07-26 06:00:00","40.000","176.000","0.900","27.100","0.860","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.900",""
"C0D580","2019-07-26 06:00:00","120.000","0.000","0.000","24.100","0.980","993.900","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.900",""
"C0R640","2019-07-26 06:00:00","21.000","38.000","2.100","27.700","0.860","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","27.500",""
"C0E810","2019-07-26 06:00:00","53.000","189.000","1.500","26.900","0.910","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.100",""
"C0A550","2019-07-26 06:00:00","422.000","0.000","0.000","22.700","1.000","962.100","-99.000","0.500","-99.000","-99.000","-99.000","23.100","","22.600",""
"C0G750","2019-07-26 06:00:00","31.000","157.000","0.500","27.100","0.880","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.800",""
"C0Z270","2019-07-26 06:00:00","343.000","179.000","1.900","25.000","0.910","970.600","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.400",""
"C0UA30","2019-07-26 06:00:00","1397.000","237.000","1.000","19.500","0.990","859.600","-99.000","0.000","-99.000","-99.000","-99.000","20.000","","19.400",""
"C0I080","2019-07-26 06:00:00","536.000","0.000","0.000","23.800","0.930","952.300","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.500",""
"C0UA00","2019-07-26 06:00:00","392.000","156.000","1.000","23.100","0.990","965.400","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","22.700",""
"C0AD40","2019-07-26 06:00:00","32.000","0.000","0.000","25.700","0.960","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.500",""
"C0S660","2019-07-26 06:00:00","794.000","0.000","0.200","20.400","0.950","923.300","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","19.900",""
"C0M640","2019-07-26 06:00:00","155.000","105.000","1.000","26.600","0.780","990.900","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.200",""
"C0UA10","2019-07-26 06:00:00","1711.000","344.000","1.200","16.300","1.000","831.700","-99.000","0.500","-99.000","-99.000","-99.000","16.900","","16.000",""
"C0V770","2019-07-26 06:00:00","26.000","17.000","0.600","27.600","0.990","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.200",""
"C0E730","2019-07-26 06:00:00","26.000","181.000","0.400","28.200","0.770","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.700",""
"C0V810","2019-07-26 06:00:00","32.000","0.000","0.000","27.200","0.940","1003.500","-99.000","3.000","-99.000","-99.000","-99.000","29.000","","26.900",""
"C0A9C0","2019-07-26 06:00:00","35.000","17.000","0.800","28.200","0.790","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.000",""
"C0X310","2019-07-26 06:00:00","9.000","129.000","0.900","26.900","0.930","1008.100","-99.000","8.500","-99.000","-99.000","-99.000","29.500","","25.900",""
"C0K280","2019-07-26 06:00:00","23.000","182.000","0.500","27.000","0.910","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.700",""
"C0M650","2019-07-26 06:00:00","20.000","166.000","0.900","26.700","0.920","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.700",""
"C0S910","2019-07-26 06:00:00","212.000","274.000","4.800","26.800","0.920","985.200","-99.000","0.000","9.800","266.000","","27.200","","26.700",""
"C0D570","2019-07-26 06:00:00","15.000","189.000","0.600","27.800","0.850","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.100",""
"C0M710","2019-07-26 06:00:00","15.000","144.000","2.700","27.900","0.890","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","27.900",""
"C0V490","2019-07-26 06:00:00","20.000","349.000","1.400","27.900","0.990","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","27.900",""
"C0E870","2019-07-26 06:00:00","34.000","208.000","2.100","28.400","0.750","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.900",""
"C0M800","2019-07-26 06:00:00","440.000","0.000","0.000","23.500","0.960","960.600","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.500",""
"C0A570","2019-07-26 06:00:00","360.000","0.000","0.000","22.800","0.990","968.800","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0S790","2019-07-26 06:00:00","236.000","326.000","0.600","25.300","0.870","983.100","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.800",""
"C0D590","2019-07-26 06:00:00","143.000","230.000","1.700","26.900","0.870","992.500","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.300",""
"C0U990","2019-07-26 06:00:00","31.000","258.000","0.400","26.000","0.920","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.600",""
"C0M700","2019-07-26 06:00:00","150.000","88.000","2.300","24.800","0.880","992.300","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.600",""
"C0A970","2019-07-26 06:00:00","96.000","241.000","2.900","26.900","0.930","997.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.200",""
"CM0110","2019-07-26 06:00:00","7.000","176.000","0.500","27.900","0.810","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.700",""
"C0S940","2019-07-26 06:00:00","150.000","357.000","0.300","26.700","0.890","990.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.400",""
"C0X250","2019-07-26 06:00:00","33.000","178.000","0.700","27.800","0.910","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.100",""
"C0K520","2019-07-26 06:00:00","10.000","161.000","1.000","26.900","0.890","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.700",""
"C0Z200","2019-07-26 06:00:00","153.000","0.000","0.200","25.300","0.990","992.100","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.600",""
"C0V740","2019-07-26 06:00:00","60.000","341.000","1.900","25.800","0.960","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.600",""
"C0V790","2019-07-26 06:00:00","410.000","23.000","2.000","23.700","0.990","962.600","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0G860","2019-07-26 06:00:00","45.000","131.000","0.800","28.200","0.850","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.700",""
"C0F0A0","2019-07-26 06:00:00","3587.000","207.000","2.200","9.700","0.610","665.100","-99.000","0.000","-99.000","-99.000","-99.000","9.700","","5.600",""
"C0Z250","2019-07-26 06:00:00","1124.000","0.000","0.000","20.600","0.990","887.900","-99.000","0.000","-99.000","-99.000","-99.000","20.600","","19.800",""
"C0K440","2019-07-26 06:00:00","35.000","170.000","1.700","27.500","0.850","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.400",""
"C0T900","2019-07-26 06:00:00","160.000","271.000","0.400","25.700","0.780","989.100","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.600",""
"C0F9V0","2019-07-26 06:00:00","525.000","165.000","1.300","24.800","0.880","952.100","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.400",""
"C0UA20","2019-07-26 06:00:00","2619.000","201.000","2.100","11.700","0.990","738.300","-99.000","0.000","-99.000","-99.000","-99.000","13.300","","11.600",""
"C0M850","2019-07-26 06:00:00","695.000","0.000","0.000","22.500","0.990","931.800","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.400",""
"C0G790","2019-07-26 06:00:00","27.000","0.000","0.000","28.100","0.920","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.500",""
"C0C620","2019-07-26 06:00:00","19.000","192.000","1.100","27.600","0.840","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.300",""
"C0I360","2019-07-26 06:00:00","300.000","25.000","1.500","25.200","0.910","974.300","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.800",""
"C0R370","2019-07-26 06:00:00","55.000","0.000","0.000","25.600","-99.000","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0M810","2019-07-26 06:00:00","1354.000","128.000","0.600","19.200","0.970","864.500","-99.000","0.000","-99.000","-99.000","-99.000","20.600","","19.100",""
"C0AC80","2019-07-26 06:00:00","40.000","0.000","0.000","25.400","0.970","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.200",""
"CM0140","2019-07-26 06:00:00","26.000","349.000","0.600","28.200","0.720","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.000",""
"C0SA20","2019-07-26 06:00:00","857.000","223.000","2.700","21.700","1.000","915.100","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","21.400",""
"C0K490","2019-07-26 06:00:00","91.000","122.000","0.500","25.600","0.910","997.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.300",""
"C0V820","2019-07-26 06:00:00","441.000","24.000","0.400","23.900","0.930","961.800","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0S810","2019-07-26 06:00:00","65.000","322.000","2.100","25.900","0.900","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.400",""
"C0R580","2019-07-26 06:00:00","10.000","351.000","1.500","26.600","1.000","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.600",""
"C0Z330","2019-07-26 06:00:00","488.000","0.000","0.000","23.400","0.990","956.000","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.100",""
"C0E590","2019-07-26 06:00:00","40.000","187.000","2.000","27.500","0.880","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.700",""
"C0D540","2019-07-26 06:00:00","227.000","200.000","0.400","23.900","0.950","983.300","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.600",""
"C0K420","2019-07-26 06:00:00","42.000","158.000","0.400","27.200","0.870","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.800",""
"C0Z180","2019-07-26 06:00:00","34.000","0.000","0.200","26.500","0.850","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.300",""
"C0AD10","2019-07-26 06:00:00","27.000","304.000","0.900","28.700","0.750","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","28.100",""
"C0M720","2019-07-26 06:00:00","225.000","105.000","1.200","25.800","0.780","983.200","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.100",""
"C0V450","2019-07-26 06:00:00","51.000","21.000","1.500","26.200","0.990","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.000",""
"C0R280","2019-07-26 06:00:00","242.000","266.000","0.500","25.700","-99.000","980.700","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.000",""
"C0E610","2019-07-26 06:00:00","850.000","168.000","0.900","21.800","0.920","916.500","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","21.400",""
"C0V610","2019-07-26 06:00:00","22.000","83.000","1.100","27.500","0.880","1005.700","-99.000","10.500","-99.000","-99.000","-99.000","30.000","","26.800",""
"C0Z310","2019-07-26 06:00:00","59.000","3.000","1.000","25.700","0.990","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.400",""
"C0S700","2019-07-26 06:00:00","507.000","0.000","0.200","23.200","0.950","953.300","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.000",""
"C0T9G0","2019-07-26 06:00:00","605.000","0.000","0.100","23.800","0.990","944.000","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.300",""
"C0U520","2019-07-26 06:00:00","517.000","234.000","1.200","22.300","0.990","953.300","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.200",""
"C0E750","2019-07-26 06:00:00","62.000","207.000","2.500","28.400","0.760","999.400","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","27.900",""
"C0R400","2019-07-26 06:00:00","15.000","0.000","0.000","26.400","-99.000","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.500",""
"C0G660","2019-07-26 06:00:00","27.000","124.000","0.800","27.000","0.900","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.600",""
"C0W140","2019-07-26 06:00:00","21.000","222.000","0.800","27.400","0.920","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.900",""
"C0U720","2019-07-26 06:00:00","1260.000","217.000","1.100","20.600","0.870","885.300","-99.000","0.000","-99.000","-99.000","-99.000","20.700","","20.000",""
"C0X150","2019-07-26 06:00:00","18.000","155.000","0.900","27.500","0.960","1007.600","-99.000","0.500","-99.000","-99.000","-99.000","29.300","","26.500",""
